chr	start	end	Element name	Gene	class	Cell type	Fraction change in gene expr	Adjusted p-value	Significant	RNA readout method	Perturbation method	nKO	nCtrl	semKO	semCtrl	Power to detect 25% effects	Gene TSS	Normalized HiC Contacts	DHS (RPM)	H3K27ac (RPM)	Activity	ABC Score	Reference
chr8	129141085	129143605	intergenic|chr8:129142085-129142605	MYC	intergenic	K562	0.00495376	0.705478579553	0	Proliferation Screen	KRAB-dCas9	23	3919	0.0182002107667	0.00157100758078	1	128748314	13.6871733402627	1.844849	0.204722	0.614555	0.00065843906478	Fulco2016
chr8	129149525	129152025	intergenic|chr8:129150525-129151025-intergenic|chr8:129152025-129152525	MYC	intergenic	K562	0.00611891	0.535024172688	0	Proliferation Screen	KRAB-dCas9	45	3919	0.0152447578716	0.00157100758078	1	128748314	7.65807244056922	1.857055	1.637778	1.681777	0.001008158798132	Fulco2016
chr8	129151025	129153525	intergenic|chr8:129150525-129151025-intergenic|chr8:129152025-129152525	MYC	intergenic	K562	0.0271183	0.171980596044	0	Proliferation Screen	KRAB-dCas9	30	3919	0.0179208052403	0.00157100758078	1	128748314	7.65807244056922	1.857055	1.637778	1.681777	0.001008158798132	Fulco2016
chr8	129156065	129158585	intergenic|chr8:129157065-129157585	MYC	intergenic	K562	0.01635758	0.305592055553	0	Proliferation Screen	KRAB-dCas9	38	3919	0.0171951110481	0.00157100758078	1	128748314	9.44692603363243	0.807652	0.204722	0.406623	0.000300693140357	Fulco2016
chr8	129161185	129163685	promoter|chr8:129162185-129162685	MYC	promoter	K562	0.01337724	0.211042762523	0	Proliferation Screen	KRAB-dCas9	66	3919	0.016261274938	0.00157100758078	1	128748314	10.321584096332	4.331634	0.818889	1.883383	0.001521689580892	Fulco2016
chr8	129178905	129181425	intergenic|chr8:129179905-129180425	MYC	intergenic	K562	-0.02663524	0.513782399647	0	Proliferation Screen	KRAB-dCas9	51	3919	0.0118259543885	0.00157100758078	1	128748314	15.1322036676985	1.070135	0.409445	0.661942	0.00078408506441	Fulco2016
chr8	129184805	129187305	intergenic|chr8:129185805-129186305	MYC	intergenic	K562	-0.00338547	0.846712170112	0	Proliferation Screen	KRAB-dCas9	33	3919	0.0151724870307	0.00157100758078	1	128748314	10.113547369381	0.493803	0.102361	0.224824	0.000177986576186	Fulco2016
chr8	129189224	129189345	intergenic|chr8:129189025-129190005	MYC	intergenic	K562	0.03		0	qPCR	KRAB-dCas9	12	20	0.0488	0.019	0.998764467	128748314	10.113547369381	14.284785	30.196544	20.768993	0.016442203478711	Fulco2016
chr8	129194665	129197185	intergenic|chr8:129196785-129197285-intergenic|chr8:129195665-129196185	MYC	intergenic	K562	-0.01161504	0.963539534364	0	Proliferation Screen	KRAB-dCas9	22	3919	0.0215494183657	0.00157100758078	1	128748314	16.7514080333365	1.482109	0.716528	1.006744	0.001320113988096	Fulco2016
chr8	129195785	129198285	intergenic|chr8:129196785-129197285-intergenic|chr8:129195665-129196185	MYC	intergenic	K562	-0.0138983	0.882550871026	0	Proliferation Screen	KRAB-dCas9	27	3919	0.0212874021267	0.00157100758078	1	128748314	16.7514080333365	1.482109	0.716528	1.006744	0.001320113988096	Fulco2016
chr8	129201405	129203905	intergenic|chr8:129202405-129202905	MYC	intergenic	K562	-0.01723882	0.792351739849	0	Proliferation Screen	KRAB-dCas9	47	3919	0.0142360121325	0.00157100758078	1	128748314	6.87065611006678	0.531205	0.409445	0.466371	0.000250824996319	Fulco2016
chr8	129208745	129211265	intergenic|chr8:129209745-129210265	MYC	intergenic	K562	-0.02515575	0.637865740804	0	Proliferation Screen	KRAB-dCas9	33	3919	0.0149673411833	0.00157100758078	1	128748314	4.36862356419635	0.714842	0.614167	0.662597	0.00022658708629	Fulco2016
chr8	129251565	129254105	intergenic|chr8:129252565-129253105	MYC	intergenic	K562	0.01064315	0.531771867914	0	Proliferation Screen	KRAB-dCas9	28	3919	0.0151103829512	0.00157100758078	1	128748314	10.573781767383	0.859408	0.102361	0.296596	0.000245491634802	Fulco2016
chr8	129262965	129265465	intergenic|chr8:129263965-129264465	MYC	intergenic	K562	0.00402889	0.649618145862	0	Proliferation Screen	KRAB-dCas9	33	3919	0.0185205386046	0.00157100758078	1	128748314	7.63408299438991	0.616618	0.716528	0.664699	0.00039721255588	Fulco2016
chr8	129280605	129283105	intergenic|chr8:129281605-129282105	MYC	intergenic	K562	0.01529491	0.364384738058	0	Proliferation Screen	KRAB-dCas9	33	3919	0.0165605217073	0.00157100758078	1	128748314	7.05144458343557	0.411825	0.102361	0.205315	0.000113328683091	Fulco2016
chr8	129294305	129296805	intergenic|chr8:129295305-129295805	MYC	intergenic	K562	-0.04860364	0.517690677977	0	Proliferation Screen	KRAB-dCas9	9	3919	0.0208036527059	0.00157100758078	1	128748314	5.63808558978086	0.554718	0.102361	0.238287	0.00010516544882	Fulco2016
chr8	129323085	129325605	intergenic|chr8:129324085-129324605	MYC	intergenic	K562	-0.0103775	0.982839330282	0	Proliferation Screen	KRAB-dCas9	39	3919	0.0186958914037	0.00157100758078	1	128748314	6.26488822292339	1.350664	0.511806	0.831434	0.000407738924083	Fulco2016
chr8	129333805	129336325	intergenic|chr8:129334805-129335325	MYC	intergenic	K562	0.00769048	0.521518122281	0	Proliferation Screen	KRAB-dCas9	42	3919	0.0158429492753	0.00157100758078	1	128748314	6.52371391137355	1.09567	0.92125	1.004682	0.000513055791535	Fulco2016
chr8	129338085	129340605	intergenic|chr8:129339085-129339605	MYC	intergenic	K562	0.01435969	0.219816579904	0	Proliferation Screen	KRAB-dCas9	56	3919	0.00717999623442	0.00157100758078	1	128748314	6.52371391137355	1.312397	2.047223	1.6399	0.000837439301728	Fulco2016
chr8	129352625	129355125	intergenic|chr8:129353625-129354125	MYC	intergenic	K562	-0.01454393	0.861630692157	0	Proliferation Screen	KRAB-dCas9	30	3919	0.0145330623492	0.00157100758078	1	128748314	6.0846759483277	1.237266	0.716528	0.941561	0.000448463375043	Fulco2016
chr8	129354345	129357025	intergenic|chr8:129355345-129356025-intergenic|chr8:129356065-129356565	MYC	intergenic	K562	0.01633088	0.298664671063	0	Proliferation Screen	KRAB-dCas9	39	3919	0.011812711642	0.00157100758078	1	128748314	9.64114668052562	2.990924	5.015697	3.738169	0.002821166300716	Fulco2016
chr8	129355065	129357565	intergenic|chr8:129355345-129356025-intergenic|chr8:129356065-129356565	MYC	intergenic	K562	0.03235119	0.695903712636	0	Proliferation Screen	KRAB-dCas9	3	3919	0.0648763176909	0.00157100758078	0.983316960792	128748314	9.64114668052562	2.990924	5.015697	3.738169	0.002821166300716	Fulco2016
chr8	129364785	129367325	intergenic|chr8:129365785-129366325	MYC	intergenic	K562	0.06094934	0.000416041754014	1	Proliferation Screen	KRAB-dCas9	33	3919	0.0174980063523	0.00157100758078	1	128748314	7.28335610477977	2.038641	0.818889	1.292061	0.000736640560022	Fulco2016
chr8	129439265	129441765	genic|chr8:129440265-129440765	MYC	genic	K562	0.01828259	0.288743333715	0	Proliferation Screen	KRAB-dCas9	35	3919	0.0122582401448	0.00157100758078	1	128748314	6.96475339844273	4.338771	13.921118	7.888879	0.004300927327742	Fulco2016
chr8	129459225	129461725	genic|chr8:129460225-129460725	MYC	genic	K562	0.0138772	0.419820972299	0	Proliferation Screen	KRAB-dCas9	31	3919	0.0140044399481	0.00157100758078	1	128748314	4.99206819169181	0.623314	0.102361	0.252591	9.87050668604995E-05	Fulco2016
chr8	129564305	129566805	genic|chr8:129565305-129565805	MYC	genic	K562	0.00920322	0.631697164851	0	Proliferation Screen	KRAB-dCas9	22	3919	0.0165174991638	0.00157100758078	1	128748314	6.35178492185276	1.425623	0.716528	1.010694	0.000502523686504	Fulco2016
chr8	129565845	129569065	genic|chr8:129568845-129569345-genic|chr8:129566845-129568065	MYC	genic	K562	-0.00242861	0.72380085014	0	Proliferation Screen	KRAB-dCas9	80	3919	0.0100360991597	0.00157100758078	1	128748314	6.35178492185276	14.259686	19.755705	15.753454	0.00783272066446	Fulco2016
chr8	129567845	129570345	genic|chr8:129568845-129569345-genic|chr8:129566845-129568065	MYC	genic	K562	-0.00397789	0.844496948353	0	Proliferation Screen	KRAB-dCas9	42	3919	0.0145331501141	0.00157100758078	1	128748314	6.35178492185276	14.259686	19.755705	15.753454	0.00783272066446	Fulco2016
chr8	129575675	129578175	promoter|chr8:129576675-129577175	MYC	promoter	K562	-0.01614438	0.849078230452	0	Proliferation Screen	KRAB-dCas9	34	3919	0.0208235932938	0.00157100758078	1	128748314	4.42767155442226	0.114229	0	0	0	Fulco2016
chr8	129664465	129667025	intergenic|chr8:129665465-129666025	MYC	intergenic	K562	0.008617	0.596747298826	0	Proliferation Screen	KRAB-dCas9	27	3919	0.0140022734042	0.00157100758078	1	128748314	7.3816905213976	0.768176	0.102361	0.280411	0.0001620286991	Fulco2016
chr8	130321225	130323725	intergenic|chr8:130322225-130322725	MYC	intergenic	K562	0.01029813	0.637865740804	0	Proliferation Screen	KRAB-dCas9	17	3919	0.0200727397829	0.00157100758078	1	128748314	4.14207834394525	0.760803	0.102361	0.279062	9.04815594327391E-05	Fulco2016
chr8	130326325	130328905	intergenic|chr8:130328845-130329385-intergenic|chr8:130327325-130327905	MYC	intergenic	K562	-0.03190972	0.637865740804	0	Proliferation Screen	KRAB-dCas9	15	3919	0.0325885752085	0.00157100758078	0.999999999545	128748314	2.86404511620522	14.801409	5.015697	8.484811	0.001902185312904	Fulco2016
chr8	130327845	130330385	intergenic|chr8:130328845-130329385-intergenic|chr8:130327325-130327905-intergenic|chr8:130329685-130330185	MYC	intergenic	K562	-0.00040576	0.792351739849	0	Proliferation Screen	KRAB-dCas9	27	3919	0.0144426433355	0.00157100758078	1	128748314	2.8639525417056	16.087876	7.267643	10.180255	0.002282254143962	Fulco2016
chr8	130328685	130331185	intergenic|chr8:130328845-130329385-intergenic|chr8:130330665-130331205-intergenic|chr8:130329685-130330185	MYC	intergenic	K562	0.00234485	0.764266603392	0	Proliferation Screen	KRAB-dCas9	24	3919	0.014000377824	0.00157100758078	1	128748314	2.61610398230312	15.453963	6.448753	9.382755	0.00202889186356	Fulco2016
chr8	130329665	130332205	intergenic|chr8:130331565-130332125-intergenic|chr8:130330665-130331205-intergenic|chr8:130329685-130330185	MYC	intergenic	K562	0.00483621	0.637865740804	0	Proliferation Screen	KRAB-dCas9	32	3919	0.0130821630427	0.00157100758078	1	128748314	2.36829044584943	4.625002	3.48028	3.715687	0.000715418594646	Fulco2016
chr8	130330565	130333125	intergenic|chr8:130331565-130332125-intergenic|chr8:130330665-130331205	MYC	intergenic	K562	-0.01432636	0.87855695387	0	Proliferation Screen	KRAB-dCas9	24	3919	0.0195773575886	0.00157100758078	1	128748314	2.12055197242096	3.338535	1.228334	2.020243	0.000335349763588	Fulco2016
chr8	130425745	130428265	genic|chr8:130427645-130428365-genic|chr8:130426745-130427265	MYC	genic	K562	0.00111105	0.79093751934	0	Proliferation Screen	KRAB-dCas9	22	3919	0.0190722891476	0.00157100758078	1	128748314	0.977151197250693	3.343378	6.551115	4.427298	0.000338632984003	Fulco2016
chr8	130426645	130429365	genic|chr8:130427645-130428365-genic|chr8:130426745-130427265	MYC	genic	K562	0.00153349	0.628799741335	0	Proliferation Screen	KRAB-dCas9	63	3919	0.0138909245548	0.00157100758078	1	128748314	0.977151197250693	3.343378	6.551115	4.427298	0.000338632984003	Fulco2016
chr8	130428845	130431345	genic|chr8:130430725-130431265-genic|chr8:130429845-130430345	MYC	genic	K562	-0.00402044	0.86125785479	0	Proliferation Screen	KRAB-dCas9	24	3919	0.0160810586927	0.00157100758078	1	128748314	1.4549986366602	6.235162	4.094447	5.041403	0.00057417056246	Fulco2016
chr8	130429725	130432265	genic|chr8:130430725-130431265-genic|chr8:130429845-130430345	MYC	genic	K562	0.01120329	0.419790114877	0	Proliferation Screen	KRAB-dCas9	40	3919	0.0136601745324	0.00157100758078	1	128748314	1.4549986366602	6.235162	4.094447	5.041403	0.00057417056246	Fulco2016
chr8	130431745	130434245	genic|chr8:130434085-130434585-genic|chr8:130432745-130433245-genic|chr8:130433385-130433905	MYC	genic	K562	0.00962559	0.530914033569	0	Proliferation Screen	KRAB-dCas9	32	3919	0.0141825922853	0.00157100758078	1	128748314	1.45451387560046	8.236676	7.574726	7.866399	0.000895680104854	Fulco2016
chr8	130432385	130434905	genic|chr8:130434085-130434585-genic|chr8:130432745-130433245-genic|chr8:130433385-130433905	MYC	genic	K562	-0.01216176	0.934507216496	0	Proliferation Screen	KRAB-dCas9	37	3919	0.018821457241	0.00157100758078	1	128748314	1.45451387560046	8.236676	7.574726	7.866399	0.000895680104854	Fulco2016
chr8	130433085	130435585	genic|chr8:130434085-130434585-genic|chr8:130432745-130433245-genic|chr8:130433385-130433905	MYC	genic	K562	-0.00322225	0.844496948353	0	Proliferation Screen	KRAB-dCas9	34	3919	0.0160133808673	0.00157100758078	1	128748314	1.45451387560046	8.236676	7.574726	7.866399	0.000895680104854	Fulco2016
chr8	130436725	130439225	genic|chr8:130437725-130438225	MYC	genic	K562	-0.03878298	0.649618145862	0	Proliferation Screen	KRAB-dCas9	8	3919	0.0188729549654	0.00157100758078	1	128748314	1.59395406244032	0.956157	0.102361	0.312845	3.90342720683999E-05	Fulco2016
chr8	130451245	130453765	genic|chr8:130452245-130452765	MYC	genic	K562	0.00407584	0.71951985763	0	Proliferation Screen	KRAB-dCas9	24	3919	0.0238782213939	0.00157100758078	1	128748314	2.24496207333376	3.552229	0.716528	1.595393	0.000280361100564	Fulco2016
chr8	130457745	130460305	genic|chr8:130458745-130459305-genic|chr8:130459845-130460345	MYC	genic	K562	0.00132424	0.736975429789	0	Proliferation Screen	KRAB-dCas9	33	3919	0.0179300753558	0.00157100758078	1	128748314	2.12912071322167	6.36245	1.228334	2.737185	0.000490439485604	Fulco2016
chr8	130458845	130461345	genic|chr8:130458745-130459305-genic|chr8:130460405-130460905-genic|chr8:130459845-130460345	MYC	genic	K562	0.02054476	0.596747298826	0	Proliferation Screen	KRAB-dCas9	10	3919	0.0394422986205	0.00157100758078	0.999999114603	128748314	2.05493985965741	7.139643	2.456668	3.714246	0.000636259573677	Fulco2016
chr8	130459405	130461905	genic|chr8:130461885-130462445-genic|chr8:130460405-130460905-genic|chr8:130459845-130460345	MYC	genic	K562	-0.03025587	0.559511105942	0	Proliferation Screen	KRAB-dCas9	26	3919	0.0187050620573	0.00157100758078	1	128748314	1.90653056737305	3.963983	2.354307	2.695808	0.000402310893431	Fulco2016
chr8	130460885	130463445	genic|chr8:130461885-130462445-genic|chr8:130460405-130460905-genic|chr8:130462845-130463365	MYC	genic	K562	0.02526526	0.07672067048	0	Proliferation Screen	KRAB-dCas9	49	3919	0.0114709984013	0.00157100758078	1	128748314	1.90637972269573	4.480621	3.48028	3.86464	0.00057670423913	Fulco2016
chr8	130461845	130464365	genic|chr8:130461885-130462445-genic|chr8:130462845-130463365	MYC	genic	K562	0.02037226	0.311645840584	0	Proliferation Screen	KRAB-dCas9	28	3919	0.0207868924721	0.00157100758078	1	128748314	1.90628050777915	3.703428	2.251946	2.887579	0.000430884151056	Fulco2016
chr8	130465465	130467985	genic|chr8:130466465-130466985	MYC	genic	K562	0.00590284	0.637865740804	0	Proliferation Screen	KRAB-dCas9	29	3919	0.0137848249126	0.00157100758078	1	128748314	3.58642030954774	1.014959	0.614167	0.78953	0.000221651608607	Fulco2016
chr8	130467365	130469885	genic|chr8:130468365-130468885	MYC	genic	K562	-0.03778919	0.362358864619	0	Proliferation Screen	KRAB-dCas9	28	3919	0.0107976401417	0.00157100758078	1	128748314	3.58613669071675	6.557593	1.433056	3.07825	0.000864115495405	Fulco2016
chr8	130468945	130471605	genic|chr8:130469945-130470605	MYC	genic	K562	-0.003349	0.849078230452	0	Proliferation Screen	KRAB-dCas9	28	3919	0.0146986611121	0.00157100758078	1	128748314	1.74432604340968	1.064017	0.92125	0.990063	0.000135185951215	Fulco2016
chr8	130479585	130482165	genic|chr8:130480585-130481165	MYC	genic	K562	0.00096603	0.842267571449	0	Proliferation Screen	KRAB-dCas9	14	3919	0.0261504887849	0.00157100758078	1	128748314	2.37892406048007	1.214923	0.716528	0.933021	0.00017374529914	Fulco2016
chr8	130488685	130491225	genic|chr8:130489685-130490225	MYC	genic	K562	-0.00418527	0.861630692157	0	Proliferation Screen	KRAB-dCas9	22	3919	0.0192128598883	0.00157100758078	1	128748314	1.90381281466541	2.124889	1.023612	1.474808	0.000219786390152	Fulco2016
chr8	130491285	130493805	genic|chr8:130492285-130492805	MYC	genic	K562	0.02165181	0.204766885626	0	Proliferation Screen	KRAB-dCas9	36	3919	0.0147834403348	0.00157100758078	1	128748314	3.6595740309076	3.189221	2.354307	2.74166	0.000785389694793	Fulco2016
chr8	130494785	130497325	promoter|chr8:130495785-130496325-genic|chr8:130497045-130497545	MYC	promoter	K562	0.01537631	0.551494792338	0	Proliferation Screen	KRAB-dCas9	17	3919	0.0217427449843	0.00157100758078	1	128748314	1.45571614502279	2.025136	2.66139	2.19198	0.000249772746372	Fulco2016
chr8	130496045	130498545	promoter|chr8:130495785-130496325-genic|chr8:130497045-130497545-genic|chr8:130497905-130498405	MYC	promoter	K562	0.0129245	0.399892815405	0	Proliferation Screen	KRAB-dCas9	36	3919	0.0159938812676	0.00157100758078	1	128748314	1.45564499876806	2.802329	2.968473	2.680509	0.000305432904038	Fulco2016
chr8	130496905	130499405	genic|chr8:130497045-130497545-genic|chr8:130497905-130498405	MYC	genic	K562	-0.01736578	0.855921739898	0	Proliferation Screen	KRAB-dCas9	18	3919	0.0197989898214	0.00157100758078	1	128748314	1.45556468738133	1.806085	2.456667	1.966445	0.000224059666364	Fulco2016
chr8	130501585	130504125	genic|chr8:130502585-130503125-genic|chr8:130504025-130504545	MYC	genic	K562	0.00504953	0.72380085014	0	Proliferation Screen	KRAB-dCas9	20	3919	0.022257151199	0.00157100758078	1	128748314	3.69582224663734	2.653437	1.637778	1.941334	0.000561625146943	Fulco2016
chr8	130503025	130505545	genic|chr8:130502585-130503125-genic|chr8:130504025-130504545	MYC	genic	K562	0.01033461	0.517405446688	0	Proliferation Screen	KRAB-dCas9	33	3919	0.0186464373814	0.00157100758078	1	128748314	3.69582224663734	2.653437	1.637778	1.941334	0.000561625146943	Fulco2016
chr8	130511745	130514265	genic|chr8:130512745-130513265	MYC	genic	K562	0.02301514	0.326977828934	0	Proliferation Screen	KRAB-dCas9	22	3919	0.0184214628755	0.00157100758078	1	128748314	0.24464583452751	2.304982	0.614167	1.189811	2.27854112205732E-05	Fulco2016
chr8	130525525	130528025	genic|chr8:130526525-130527025	MYC	genic	K562	0.00092625	0.787339520015	0	Proliferation Screen	KRAB-dCas9	27	3919	0.0142020406987	0.00157100758078	1	128748314	6.39482285607184	0.991244	0.92125	0.955606	0.000478352944947	Fulco2016
chr8	130537145	130539685	genic|chr8:130538145-130538685	MYC	genic	K562	-0.00450223	0.855541286755	0	Proliferation Screen	KRAB-dCas9	37	3919	0.0113955789061	0.00157100758078	1	128748314	3.09107680726917	4.303276	0.511806	1.484069	0.000359091359795	Fulco2016
chr8	130543005	130545525	genic|chr8:130544005-130544525	MYC	genic	K562	-0.02376166	0.649618145862	0	Proliferation Screen	KRAB-dCas9	35	3919	0.0185532475477	0.00157100758078	1	128748314	4.29128243769171	1.242969	0.511806	0.797599	0.000267924707741	Fulco2016
chr8	130546945	130549685	genic|chr8:130547945-130548685	MYC	genic	K562	-0.00566911	0.849078230452	0	Proliferation Screen	KRAB-dCas9	72	3919	0.0103205093462	0.00157100758078	1	128748314	4.7968765467559	4.99403	3.787363	4.359824	0.001637074956608	Fulco2016
chr8	130553345	130555845	genic|chr8:130554345-130554845	MYC	genic	K562	-0.02896926	0.522084517097	0	Proliferation Screen	KRAB-dCas9	36	3919	0.0171720725503	0.00157100758078	1	128748314	3.59111767211889	1.096799	1.125973	1.111289	0.000312390427363	Fulco2016
chr8	130563605	130566165	genic|chr8:130564605-130565165	MYC	genic	K562	0.01864652	0.194119199338	0	Proliferation Screen	KRAB-dCas9	46	3919	0.0115594776993	0.00157100758078	1	128748314	5.98991174253166	1.963028	2.763751	2.331709	0.001093291163585	Fulco2016
